Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
2398,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-047,1996,21,1735,83,91.8,19.3,20,85,15,1,32,0,2.00,53,19,+34,+1.76,+1.18,50.9,22.4,+28.5,+1.48,+1.75,Matches
2399,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,27-091,1997,15,978,65,47.2,10.9,12,74,4,3,31,1,1.27,15,9,+6,+0.55,+1.38,15.2,14.5,+0.7,+0.06,+0.21,Matches
2400,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24-347,2000,11,294,27,14.8,3.3,2,72,0,9,17,11,2.18,4,5,-1,-0.31,-1.53,5.1,4.4,+0.7,+0.22,-0.50,Matches
2401,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26-224,1998,19,1643,86,86.9,18.3,18,89,17,1,34,1,1.47,22,20,+2,+0.11,+0.47,22.2,22.6,-0.3,-0.02,+0.44,Matches
2402,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,24-088,2000,20,573,29,30.3,6.4,4,68,0,16,19,1,1.30,6,10,-4,-0.63,-0.56,5.6,10.9,-5.3,-0.83,-0.77,Matches
2403,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26-283,1998,11,803,73,47.0,8.9,10,79,5,1,9,1,1.73,18,10,+8,+0.90,+1.19,12.6,14.6,-2.0,-0.23,+0.03,Matches
2404,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25-080,1999,7,630,90,33.3,7.0,7,90,7,0,,14,2.00,10,7,+3,+0.43,+0.21,7.3,5.2,+2.1,+0.30,+0.06,Matches
2405,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,28-014,1997,13,724,56,42.3,8.0,7,83,5,6,24,3,1.31,13,17,-4,-0.50,-0.50,11.9,16.3,-4.4,-0.55,+0.08,Matches
2406,Noah Raveyre,fr FRA,GK,Milan,it Serie A,19-222,2005,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
2407,David Raya,es ESP,GK,Arsenal,eng Premier League,29-137,1995,23,2070,90,100.0,23.0,23,90,23,0,,0,2.04,44,21,+23,+1.00,,37.6,20.4,+17.2,+0.75,,Matches
2408,Naj Razi,ie IRL,FW,Como,it Serie A,18-094,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2409,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,26-172,1998,8,385,48,20.4,4.3,4,75,1,4,22,10,1.25,6,7,-1,-0.23,+0.18,4.3,5.7,-1.4,-0.32,-0.22,Matches
2410,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,31-131,1993,18,538,30,27.2,6.0,6,58,0,12,16,1,0.94,5,10,-5,-0.84,+0.41,7.4,7.6,-0.2,-0.04,+0.79,Matches
2411,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,30-003,1995,8,61,8,2.9,0.7,0,,0,8,8,6,1.88,1,2,-1,-1.48,-1.65,0.7,2.9,-2.2,-3.28,-3.63,Matches
2412,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18-330,2006,1,1,1,0.0,0.0,0,,0,1,1,4,3.00,0,0,0,0.00,-0.65,0.0,0.0,0.0,0.00,-0.67,Matches
2413,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,28-045,1996,3,123,41,5.9,1.4,0,,0,3,41,7,0.33,0,1,-1,-0.73,-1.19,1.9,1.2,+0.7,+0.53,+0.55,Matches
2414,Bobby Reid,jm JAM,"FW,MF",Leicester City,eng Premier League,31-363,1993,15,367,24,17.7,4.1,3,77,0,12,11,6,0.93,9,7,+2,+0.49,+1.86,5.9,7.3,-1.4,-0.35,+0.69,Matches
2415,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-185,1998,20,1620,81,85.7,18.0,19,84,15,1,32,0,1.70,31,20,+11,+0.61,+1.28,31.7,19.8,+11.9,+0.66,+0.19,Matches
2416,Pepe Reina,es ESP,GK,Como,it Serie A,42-152,1982,10,900,90,45.5,10.0,10,90,10,0,,12,1.00,9,12,-3,-0.30,+0.20,10.9,8.5,+2.3,+0.23,+0.18,Matches
2417,Vitor Reis,br BRA,DF,Manchester City,eng Premier League,19-018,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2418,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22-246,2002,19,1254,66,73.3,13.9,14,82,2,5,22,0,1.42,23,20,+3,+0.22,+0.61,20.3,24.7,-4.4,-0.32,-0.02,Matches
2419,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24-225,2000,19,1277,67,74.7,14.2,13,90,13,6,18,0,0.63,22,37,-15,-1.06,-0.02,14.1,23.1,-8.9,-0.63,-0.16,Matches
2420,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29-312,1995,21,1890,90,100.0,21.0,21,90,21,0,,0,1.33,17,17,0,0.00,,24.1,22.5,+1.7,+0.08,,Matches
2421,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-012,2003,1,69,69,3.5,0.8,1,69,0,0,,0,3.00,2,1,+1,+1.30,+1.12,2.1,0.7,+1.4,+1.79,+1.64,Matches
2422,Daniel Requena,es ESP,MF,Villarreal,es La Liga,20-353,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2423,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19-325,2005,19,1691,89,98.9,18.8,19,89,18,0,,0,1.32,20,21,-1,-0.05,-0.05,26.4,18.5,+7.9,+0.42,-1.32,Matches
2424,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25-276,1999,20,1142,57,57.7,12.7,16,66,2,4,21,0,2.20,36,17,+19,+1.50,+1.07,21.5,12.2,+9.3,+0.73,+0.05,Matches
2425,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27-090,1997,17,1351,79,79.0,15.0,17,79,8,0,,0,1.41,22,29,-7,-0.47,+0.54,16.4,23.4,-7.0,-0.47,-0.55,Matches
2426,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-078,2002,9,165,18,9.6,1.8,1,75,0,8,11,2,1.33,5,2,+3,+1.64,+1.75,3.3,1.8,+1.5,+0.83,+0.85,Matches
2427,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21-227,2003,1,90,90,4.3,1.0,1,90,1,0,,5,0.00,0,2,-2,-2.00,-1.91,1.3,1.4,0.0,-0.01,-0.01,Matches
2428,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-174,1999,16,1440,90,84.2,16.0,16,90,16,0,,1,1.88,24,13,+11,+0.69,+1.02,24.3,18.8,+5.5,+0.35,+0.16,Matches
2429,Samuele Ricci,it ITA,MF,Torino,it Serie A,23-162,2001,22,1850,84,93.4,20.6,22,84,14,0,,0,1.18,21,24,-3,-0.15,-0.15,18.6,25.0,-6.5,-0.31,-0.03,Matches
2430,Lorenzo Riccio,it ITA,MF,Atalanta,it Serie A,18-189,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2431,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-016,1999,21,1651,79,79.8,18.3,19,84,13,2,23,1,1.95,34,18,+16,+0.87,-0.63,30.6,15.4,+15.1,+0.83,+0.38,Matches
2432,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24-308,2000,12,888,74,42.9,9.9,10,88,7,2,6,5,1.33,10,14,-4,-0.41,-0.41,11.9,14.5,-2.5,-0.26,-0.44,Matches
2433,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23-006,2002,14,484,35,25.6,5.4,4,66,0,10,22,7,1.86,7,3,+4,+0.74,+0.17,5.1,4.4,+0.7,+0.13,-0.34,Matches
2434,Richarlison,br BRA,FW,Tottenham,eng Premier League,27-265,1997,8,201,25,9.7,2.2,1,53,0,7,21,0,1.25,7,2,+5,+2.24,+2.05,3.9,2.8,+1.1,+0.50,+0.54,Matches
2435,Marco Richter,de GER,"FW,MF",Mainz 05,de Bundesliga,27-067,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2436,Diego Rico,es ESP,DF,Getafe,es La Liga,31-342,1993,19,1617,85,85.6,18.0,18,90,17,1,4,1,1.05,15,14,+1,+0.06,+0.39,18.5,19.8,-1.3,-0.07,+1.13,Matches
2437,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22-349,2002,16,656,41,38.4,7.3,6,70,1,10,24,3,1.44,13,14,-1,-0.14,-0.91,15.9,12.0,+3.9,+0.54,0.00,Matches
2438,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,23-187,2001,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
2439,Luis Rioja,es ESP,FW,Alavés,es La Liga,31-106,1993,1,23,23,1.2,0.3,0,,0,1,23,0,0.00,0,1,-1,-3.91,-3.58,1.2,0.4,+0.8,+3.08,+3.26,Matches
2440,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-106,1993,20,1651,83,87.4,18.3,19,85,10,1,30,0,0.80,18,28,-10,-0.55,+1.71,18.5,25.9,-7.4,-0.40,+1.35,Matches
2441,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,24-303,2000,10,404,40,21.4,4.5,4,72,1,6,19,10,2.40,9,2,+7,+1.56,+0.71,9.4,2.9,+6.5,+1.44,+0.74,Matches
2442,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,19-153,2005,5,69,14,3.7,0.8,0,,0,5,14,6,0.60,2,0,+2,+2.61,+2.71,1.6,0.7,+0.9,+1.13,+1.42,Matches
2443,Robin Risser,fr FRA,GK,Strasbourg,fr Ligue 1,20-059,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2444,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29-091,1995,5,202,40,10.7,2.2,3,62,0,2,9,5,1.60,3,2,+1,+0.45,+0.66,1.9,2.2,-0.2,-0.10,-0.40,Matches
2445,Lars Ritzka,de GER,"DF,FW",St. Pauli,de Bundesliga,26-268,1998,11,494,45,28.9,5.5,6,68,1,5,18,5,1.09,4,4,0,0.00,+0.30,5.0,6.5,-1.4,-0.26,-0.08,Matches
2446,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,20-182,2004,1,20,20,1.1,0.2,0,,0,1,20,1,0.00,0,0,0,0.00,0.00,0.2,0.5,-0.3,-1.35,-1.13,Matches
2447,Niccolò Rizzo,it ITA,DF,Juventus,it Serie A,17-195,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2448,Sergi Roberto,es ESP,MF,Como,it Serie A,32-358,1992,10,619,62,31.3,6.9,7,77,3,3,26,1,1.20,12,10,+2,+0.29,+1.02,9.3,8.1,+1.2,+0.17,+0.04,Matches
2449,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30-325,1994,21,1560,74,78.8,17.3,19,80,10,2,19,1,2.38,46,19,+27,+1.56,+0.27,41.1,15.6,+25.5,+1.47,+0.05,Matches
2450,Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-175,1997,23,2070,90,100.0,23.0,23,90,23,0,,0,1.43,34,31,+3,+0.13,,32.4,26.8,+5.5,+0.24,,Matches
2451,Joel Roca,es ESP,FW,Girona,es La Liga,19-237,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2452,Marc Roca,es ESP,MF,Betis,es La Liga,28-065,1996,11,794,72,42.0,8.8,10,77,5,1,20,0,1.36,7,10,-3,-0.34,-0.34,13.1,9.3,+3.8,+0.43,+0.55,Matches
2453,Kaden Rodney,eng ENG,"DF,MF",Crystal Palace,eng Premier League,20-115,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2454,Rodri,es ESP,MF,Manchester City,eng Premier League,28-222,1996,2,65,33,3.1,0.7,1,20,0,1,45,1,2.00,1,0,+1,+1.38,+0.67,2.2,0.0,+2.1,+2.93,+2.56,Matches
2455,Rodri,es ESP,FW,Betis,es La Liga,24-259,2000,3,118,39,6.2,1.3,1,71,0,2,24,0,0.67,0,2,-2,-1.53,-1.47,1.4,2.6,-1.3,-0.97,-1.15,Matches
2456,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,24-049,2000,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
2457,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-200,2004,12,513,43,27.1,5.7,4,71,0,8,29,2,1.08,4,4,0,0.00,0.00,4.1,7.9,-3.8,-0.66,-0.58,Matches
2458,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,es La Liga,26-216,1998,14,688,49,36.4,7.6,8,72,3,6,19,4,1.07,8,7,+1,+0.13,+0.95,6.6,10.3,-3.7,-0.48,+0.62,Matches
2459,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21-319,2003,11,622,57,32.9,6.9,6,86,5,5,21,8,0.91,12,16,-4,-0.58,-0.65,9.3,10.1,-0.8,-0.12,-0.55,Matches
2460,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36-238,1988,21,1160,55,61.4,12.9,14,72,1,7,21,0,1.43,10,18,-8,-0.62,-0.74,11.7,13.5,-1.9,-0.14,-0.29,Matches
2461,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30-293,1994,19,1017,54,49.1,11.3,14,71,3,5,5,2,1.37,16,18,-2,-0.18,+1.02,15.5,18.3,-2.8,-0.25,+0.31,Matches
2462,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33-202,1991,6,140,23,7.4,1.6,1,63,0,5,15,5,1.33,4,2,+2,+1.29,+1.34,1.9,2.4,-0.6,-0.36,-0.30,Matches
2463,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21-218,2003,19,1257,66,66.5,14.0,12,87,9,7,31,1,1.32,21,20,+1,+0.07,+0.64,18.2,14.4,+3.8,+0.27,+0.05,Matches
2464,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,19-070,2005,5,248,50,13.1,2.8,3,75,0,2,12,2,0.80,2,3,-1,-0.36,-0.25,1.6,2.8,-1.1,-0.42,-0.60,Matches
2465,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28-331,1996,20,1693,85,89.6,18.8,20,85,9,0,,0,1.15,22,28,-6,-0.32,+0.59,16.6,35.1,-18.4,-0.98,-0.38,Matches
2466,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-158,1992,8,464,58,24.6,5.2,6,70,2,2,23,11,1.25,5,5,0,0.00,+0.19,6.6,5.6,+1.0,+0.20,+0.12,Matches
2467,Rodrygo,br BRA,FW,Real Madrid,es La Liga,24-021,2001,18,1199,67,63.4,13.3,14,74,2,4,40,0,2.39,32,10,+22,+1.65,+0.61,27.8,13.0,+14.8,+1.11,+0.05,Matches
2468,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25-220,1999,19,1101,58,53.2,12.2,11,88,9,8,16,4,1.21,19,20,-1,-0.08,-0.36,20.1,21.1,-1.0,-0.08,+0.02,Matches
2469,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-188,2002,22,1810,82,87.4,20.1,22,82,12,0,,0,1.55,31,26,+5,+0.25,+2.33,30.7,23.8,+7.0,+0.35,+0.82,Matches
2470,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22-209,2002,11,568,52,33.2,6.3,7,67,1,4,24,0,1.45,7,16,-9,-1.43,-1.35,6.0,8.2,-2.2,-0.36,-0.40,Matches
2471,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-018,1995,18,1413,79,71.4,15.7,17,82,14,1,25,2,1.83,22,20,+2,+0.13,-0.82,23.8,15.4,+8.3,+0.53,+0.39,Matches
2472,Leo Román,es ESP,GK,Mallorca,es La Liga,24-208,2000,5,450,90,23.8,5.0,5,90,5,0,,16,1.40,4,7,-3,-0.60,-0.35,5.7,8.7,-2.9,-0.59,-0.73,Matches
2473,Alessandro Romano,ch SUI,MF,Roma,it Serie A,18-227,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2474,Carlos Romero,es ESP,"DF,MF",Espanyol,es La Liga,23-093,2001,18,1123,62,59.4,12.5,12,78,4,6,32,2,0.89,10,23,-13,-1.04,-1.04,10.0,23.1,-13.0,-1.05,-0.74,Matches
2475,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26-278,1998,12,974,81,47.1,10.8,12,81,10,0,,0,1.33,22,13,+9,+0.83,+0.83,20.0,12.7,+7.2,+0.67,+1.23,Matches
2476,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24-257,2000,17,1311,77,69.4,14.6,16,80,6,1,29,0,1.12,16,23,-7,-0.48,-0.64,14.2,20.1,-5.9,-0.40,-0.80,Matches
2477,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,20-073,2004,6,199,33,10.5,2.2,2,58,0,4,21,12,0.83,3,5,-2,-0.90,-0.59,2.0,3.7,-1.7,-0.77,-0.70,Matches
2478,Oriol Romeu,es ESP,MF,Girona,es La Liga,33-128,1991,14,878,63,46.5,9.8,11,72,5,3,30,2,1.50,14,15,-1,-0.10,-0.19,11.1,11.0,+0.2,+0.02,-0.12,Matches
2479,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,30-054,1994,13,707,54,41.3,7.9,8,75,2,5,21,4,2.62,18,7,+11,+1.40,+0.86,11.5,11.0,+0.5,+0.06,-0.33,Matches
2480,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33-307,1991,21,1800,86,90.9,20.0,20,88,19,1,45,0,2.05,43,23,+20,+1.00,-0.50,34.5,18.8,+15.7,+0.78,+0.82,Matches
2481,Vitor Roque,br BRA,FW,Betis,es La Liga,19-337,2005,18,1163,65,61.5,12.9,14,74,3,4,31,0,1.39,18,19,-1,-0.08,+0.17,18.7,17.1,+1.6,+0.12,+0.04,Matches
2482,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,28-023,1997,17,1181,69,69.1,13.1,14,83,11,3,9,0,1.59,22,17,+5,+0.38,-0.98,23.0,15.4,+7.7,+0.58,-0.04,Matches
2483,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,23-011,2002,12,698,58,40.8,7.8,7,82,5,5,25,7,0.83,15,20,-5,-0.64,+0.69,8.1,12.0,-3.8,-0.49,+0.16,Matches
2484,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21-355,2003,17,849,50,49.6,9.4,8,83,6,9,20,0,1.41,11,22,-11,-1.17,-1.27,12.2,11.7,+0.5,+0.05,+0.29,Matches
2485,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,28-164,1996,18,1363,76,72.1,15.1,14,90,14,4,26,2,0.78,10,20,-10,-0.66,-0.66,11.7,25.5,-13.7,-0.91,-0.12,Matches
2486,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,33-278,1991,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
2487,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,20-093,2004,14,982,70,57.4,10.9,12,76,5,2,33,2,1.00,12,16,-4,-0.37,+0.75,13.2,13.1,+0.1,+0.01,+0.44,Matches
2488,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-246,2001,17,1122,66,65.6,12.5,13,80,8,4,20,0,1.82,20,18,+2,+0.16,-0.76,22.1,15.6,+6.5,+0.52,-0.06,Matches
2489,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,21-023,2004,4,192,48,9.7,2.1,1,73,0,3,40,14,2.00,5,3,+2,+0.94,+0.23,2.9,2.2,+0.7,+0.33,-0.19,Matches
2490,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,32-024,1993,3,78,26,4.6,0.9,1,61,0,2,9,7,1.00,0,2,-2,-2.31,-1.70,0.4,1.4,-1.0,-1.13,-1.00,Matches
2491,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-057,2001,19,1554,82,78.5,17.3,17,87,12,2,38,1,1.74,27,23,+4,+0.23,-0.61,25.1,18.6,+6.4,+0.37,-0.21,Matches
2492,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21-275,2003,17,483,28,28.2,5.4,3,57,0,14,22,1,1.82,13,8,+5,+0.93,+0.05,11.5,10.5,+1.1,+0.20,-0.08,Matches
2493,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30-341,1994,22,1980,90,100.0,22.0,22,90,22,0,,0,2.41,37,15,+22,+1.00,,31.8,17.4,+14.4,+0.65,,Matches
2494,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,18-081,2006,1,8,8,0.4,0.1,0,,0,1,8,4,3.00,0,0,0,0.00,-0.62,0.0,0.2,-0.2,-2.11,-2.51,Matches
2495,John Ruddy,eng ENG,GK,Newcastle Utd,eng Premier League,38-098,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2496,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31-333,1993,21,1792,85,94.8,19.9,20,89,19,1,7,0,2.33,47,19,+28,+1.41,-0.43,38.0,19.7,+18.2,+0.92,-3.44,Matches
2497,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-203,2002,18,1324,74,66.9,14.7,15,81,9,3,34,2,2.28,32,16,+16,+1.09,+0.13,22.3,14.4,+8.0,+0.54,-0.51,Matches
2498,Aitor Ruibal,es ESP,"FW,DF",Betis,es La Liga,28-314,1996,16,640,40,33.9,7.1,7,70,1,9,17,1,1.44,7,9,-2,-0.28,-0.21,10.2,9.4,+0.9,+0.12,+0.02,Matches
2499,Abel Ruiz,es ESP,FW,Girona,es La Liga,25-002,2000,15,969,65,51.3,10.8,12,72,1,3,35,2,1.27,13,13,0,0.00,0.00,11.6,11.5,+0.1,+0.01,-0.15,Matches
2500,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21-279,2003,1,18,18,1.0,0.2,0,,0,1,18,1,3.00,0,0,0,0.00,0.00,0.0,0.0,0.0,0.00,-0.08,Matches
2501,Guillermo Ruiz,es ESP,GK,Leganés,es La Liga,21-052,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2502,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28-302,1996,18,1064,59,62.2,11.8,11,84,7,7,20,0,2.44,28,12,+16,+1.35,-0.88,29.7,11.3,+18.5,+1.56,-0.12,Matches
2503,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-255,1992,19,1710,90,100.0,19.0,19,90,19,0,,0,1.95,40,23,+17,+0.89,,31.6,26.8,+4.8,+0.25,,Matches
2504,Iñaki Rupérez,es ESP,DF,Real Sociedad,es La Liga,22-023,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2505,Carl Rushworth,eng ENG,GK,Brighton,eng Premier League,23-212,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2506,Georginio Rutter,fr FRA,"FW,MF",Brighton,eng Premier League,22-285,2002,22,1177,54,56.9,13.1,13,74,2,9,24,0,1.41,21,18,+3,+0.23,+0.13,18.2,19.8,-1.6,-0.12,-0.12,Matches
2507,Mathew Ryan,au AUS,GK,Roma,it Serie A,32-297,1992,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
2508,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32-297,1992,1,90,90,5.3,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,+0.78,1.9,0.2,+1.7,+1.74,+1.35,Matches
2509,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,27-074,1997,16,1256,79,73.5,14.0,16,79,6,0,,0,1.19,23,24,-1,-0.07,-0.47,18.8,18.8,0.0,0.00,-0.26,Matches
2510,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-179,1992,14,1260,90,73.7,14.0,14,90,14,0,,0,1.14,13,15,-2,-0.14,+2.06,14.4,16.4,-2.0,-0.14,+0.15,Matches
2511,José Sá,pt POR,GK,Wolves,eng Premier League,32-013,1993,16,1440,90,69.6,16.0,16,90,16,0,,4,0.94,23,35,-12,-0.75,+0.39,17.2,25.9,-8.7,-0.54,+0.34,Matches
2512,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,25-034,1999,6,343,57,20.1,3.8,3,87,1,3,27,1,0.67,4,6,-2,-0.52,-0.39,4.1,4.7,-0.5,-0.13,+0.09,Matches
2513,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31-331,1993,14,1018,73,53.9,11.3,12,81,8,2,23,2,1.07,12,18,-6,-0.53,-0.84,14.1,16.6,-2.5,-0.22,-0.72,Matches
2514,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,27-037,1997,15,653,44,38.2,7.3,7,66,1,8,24,0,0.67,4,12,-8,-1.10,+0.26,8.5,14.5,-6.0,-0.82,-0.03,Matches
2515,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-017,1993,20,1183,59,59.7,13.1,13,75,5,7,30,2,1.25,16,15,+1,+0.08,+1.32,16.1,14.5,+1.6,+0.12,+1.05,Matches
2516,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,de Bundesliga,30-319,1994,16,1025,64,59.9,11.4,11,78,5,5,34,1,1.25,17,20,-3,-0.26,-0.79,14.7,15.4,-0.7,-0.06,-0.32,Matches
2517,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29-274,1995,10,850,85,49.7,9.4,10,85,8,0,,5,0.40,8,29,-21,-2.22,-1.91,8.9,20.8,-11.9,-1.26,-0.92,Matches
2518,Coli Saco,ml MLI,MF,Napoli,it Serie A,22-260,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2519,Dominic Sadi,eng ENG,MF,Bournemouth,eng Premier League,21-150,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2520,Omar Sadik,ma MAR,FW,Espanyol,es La Liga,20-314,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2521,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27-363,1997,1,22,22,1.2,0.2,0,,0,1,22,1,1.00,0,1,-1,-4.09,-3.37,0.0,0.2,-0.2,-0.70,-0.13,Matches
2522,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27-363,1997,7,227,32,12.0,2.5,2,64,0,5,20,11,1.14,1,2,-1,-0.40,-0.45,1.2,3.7,-2.4,-0.96,-1.18,Matches
2523,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25-217,1999,10,637,64,32.2,7.1,9,69,1,1,19,1,1.60,14,6,+8,+1.13,+1.33,13.0,8.0,+5.0,+0.71,+0.75,Matches
2524,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25-217,1999,1,90,90,4.8,1.0,1,90,1,0,,1,1.00,2,2,0,0.00,-0.45,2.1,1.0,+1.1,+1.12,+0.50,Matches
2525,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,28-074,1996,11,715,65,37.8,7.9,9,76,5,2,14,7,1.18,4,7,-3,-0.38,+0.16,4.2,11.2,-7.1,-0.89,-0.02,Matches
2526,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25-340,1999,5,429,86,25.1,4.8,4,90,4,1,69,13,2.60,12,4,+8,+1.68,-0.01,10.0,5.9,+4.0,+0.85,-1.02,Matches
